Station_Id_C Year_Data Mon_Data Day_Data Hour_Data PRS PRS_Sea WIN_D WIN_S TEM RHU PRE_1h
59287 2016 1 23 6 1021.9000 1030.9000 5.0000 6.3000 5.1000 72.0000 0.0000 
59287 2016 1 23 9 1021.1000 1030.1000 1.0000 3.3000 5.1000 74.0000 0.1000 
59287 2016 1 23 12 1022.9000 1031.9000 10.0000 5.5000 5.5000 60.0000 0.0000 
59287 2016 1 23 15 1025.5000 1034.6000 4.0000 5.1000 4.6000 61.0000 0.0000 
59287 2016 1 23 18 1026.3000 1035.4000 19.0000 6.4000 1.7000 85.0000 1.5000 
59287 2016 1 23 21 1026.5000 1035.6000 8.0000 2.8000 1.6000 83.0000 0.1000 
59287 2016 1 24 0 1029.1000 1038.2000 4.0000 5.2000 2.8000 50.0000 0.0000 
59287 2016 1 24 3 1030.4000 1039.5000 8.0000 4.4000 3.9000 39.0000 0.0000 
59287 2016 1 24 6 1027.9000 1037.0000 7.0000 6.6000 4.7000 33.0000 0.0000 
59287 2016 1 24 9 1026.7000 1035.8000 2.0000 6.3000 4.8000 37.0000 0.0000 
59287 2016 1 24 12 1027.5000 1036.6000 5.0000 6.0000 4.2000 39.0000 0.0000 
59287 2016 1 24 15 1028.8000 1037.9000 1.0000 3.0000 4.0000 44.0000 0.0000 
59287 2016 1 24 18 1027.2000 1036.3000 6.0000 4.4000 3.1000 47.0000 0.0000 
59287 2016 1 24 21 1026.5000 1035.6000 13.0000 5.7000 2.7000 43.0000 0.0000 
59287 2016 1 25 0 1028.0000 1037.1000 8.0000 4.8000 2.4000 44.0000 0.0000 
59287 2016 1 25 3 1027.3000 1036.4000 28.0000 2.2000 6.0000 34.0000 0.0000 
59287 2016 1 25 6 1023.2000 1032.2000 353.0000 2.5000 9.6000 25.0000 0.0000 
59287 2016 1 25 9 1021.7000 1030.7000 339.0000 3.9000 9.7000 29.0000 0.0000 
59287 2016 1 25 12 1022.1000 1031.2000 341.0000 2.4000 5.4000 69.0000 0.0000 
59287 2016 1 25 15 1022.3000 1031.3000 349.0000 1.7000 4.1000 73.0000 0.0000 
59287 2016 1 25 18 1021.7000 1030.6000 309.0000 2.6000 5.1000 61.0000 0.0000 
59287 2016 1 25 21 1020.9000 1029.8000 18.0000 1.8000 5.3000 48.0000 0.0000 
59287 2016 1 26 0 1020.5000 1029.5000 16.0000 1.3000 5.6000 53.0000 0.0000 
59287 2016 1 26 3 1021.4000 1030.4000 346.0000 3.5000 9.2000 38.0000 0.0000 
59287 2016 1 26 6 1019.0000 1027.9000 334.0000 4.6000 8.0000 47.0000 0.0000 
59287 2016 1 26 9 1018.7000 1027.7000 337.0000 2.7000 4.6000 90.0000 1.4000 
59287 2016 1 26 12 1018.3000 1027.3000 29.0000 1.4000 4.7000 93.0000 1.5000 
59287 2016 1 26 15 1019.0000 1027.9000 354.0000 2.1000 5.1000 94.0000 0.9000 
59287 2016 1 26 18 1017.7000 1026.6000 353.0000 3.1000 5.4000 95.0000 3.4000 
59287 2016 1 26 21 1016.4000 1025.4000 58.0000 1.3000 5.7000 95.0000 4.3000 
59287 2016 1 27 0 1017.0000 1026.0000 345.0000 1.2000 6.4000 95.0000 2.0000 
59287 2016 1 27 3 1016.2000 1025.1000 70.0000 1.8000 8.0000 94.0000 0.1000 
59287 2016 1 27 6 1013.0000 1021.8000 1.0000 1.6000 11.5000 88.0000 0.0000 
59287 2016 1 27 9 1012.8000 1021.6000 351.0000 1.9000 10.9000 89.0000 0.0000 
59287 2016 1 27 12 1013.9000 1022.7000 22.0000 1.5000 10.8000 93.0000 0.4000 
59287 2016 1 27 15 1013.8000 1022.6000 292.0000 1.5000 11.0000 94.0000 0.0000 
59287 2016 1 27 18 1011.9000 1020.6000 347.0000 2.7000 10.9000 94.0000 0.2000 
59287 2016 1 27 21 1010.6000 1019.3000 341.0000 3.5000 10.7000 95.0000 8.0000 
59287 2016 1 28 0 1010.6000 1019.3000 359.0000 1.4000 13.6000 96.0000 14.8000 
59287 2016 1 28 3 1010.9000 1019.6000 89.0000 0.4000 15.3000 96.0000 0.6000 
59287 2016 1 28 6 1007.9000 1016.5000 76.0000 2.1000 14.8000 94.0000 5.0000 
59287 2016 1 28 9 1008.0000 1016.6000 82.0000 1.7000 15.3000 94.0000 4.6000 
59287 2016 1 28 12 1009.0000 1017.6000 18.0000 0.8000 15.5000 96.0000 5.0000 
59287 2016 1 28 15 1009.3000 1017.9000 323.0000 1.7000 15.4000 96.0000 5.6000 
59287 2016 1 28 18 1009.6000 1018.2000 35.0000 2.3000 15.4000 96.0000 7.7000 
59287 2016 1 28 21 1008.3000 1016.9000 58.0000 1.9000 15.4000 95.0000 4.9000 
59287 2016 1 29 0 1010.0000 1018.6000 106.0000 2.3000 15.5000 94.0000 3.7000 
59287 2016 1 29 3 1011.1000 1019.7000 34.0000 1.5000 18.0000 85.0000 0.0000 
59287 2016 1 29 6 1008.7000 1017.2000 333.0000 2.0000 19.0000 79.0000 0.0000 
59287 2016 1 29 9 1008.6000 1017.1000 350.0000 1.6000 18.9000 81.0000 0.0000 
59287 2016 1 29 12 1009.7000 1018.3000 339.0000 2.7000 16.7000 84.0000 0.0000 
59287 2016 1 29 15 1011.1000 1019.7000 354.0000 3.1000 15.5000 85.0000 0.0000 
59287 2016 1 29 18 1011.6000 1020.2000 0.0000 6.2000 13.8000 84.0000 0.0000 
59287 2016 1 29 21 1011.2000 1019.8000 346.0000 2.8000 13.0000 85.0000 0.0000 
59287 2016 1 30 0 1012.9000 1021.5000 0.0000 3.7000 12.5000 85.0000 0.0000 
59287 2016 1 30 3 1014.7000 1023.3000 355.0000 6.1000 14.6000 75.0000 0.0000 
59287 2016 1 30 6 999999.0000 999999.0000 999999.0000 999999.0000 999999.0000 999999.0000 999999.0000 
59287 2016 1 30 9 1010.8000 1019.4000 51.0000 2.7000 16.8000 72.0000 0.0000 
59287 2016 1 30 12 1012.3000 1021.0000 46.0000 2.0000 13.6000 85.0000 0.0000 
59287 2016 1 30 15 1013.4000 1022.0000 18.0000 3.9000 14.5000 75.0000 0.0000 
59287 2016 1 30 18 1012.3000 1020.9000 28.0000 5.1000 13.7000 78.0000 0.0000 
59287 2016 1 30 21 1011.7000 1020.3000 39.0000 2.2000 13.4000 80.0000 0.0000 
59287 2016 1 31 0 1013.1000 1021.8000 59.0000 2.0000 13.2000 80.0000 0.0000 
59287 2016 1 31 3 1013.7000 1022.4000 130.0000 2.3000 14.0000 82.0000 0.0000 
59287 2016 1 31 6 1010.7000 1019.3000 39.0000 2.4000 13.3000 89.0000 0.1000 
59287 2016 1 31 9 1009.7000 1018.3000 0.0000 3.3000 13.1000 91.0000 0.1000 
59287 2016 1 31 12 1011.6000 1020.3000 356.0000 2.5000 12.0000 93.0000 1.9000 
59287 2016 1 31 15 1013.4000 1022.1000 354.0000 7.1000 11.1000 93.0000 1.7000 
59287 2016 1 31 18 1015.1000 1023.8000 351.0000 4.4000 9.7000 92.0000 1.1000 
59287 2016 1 31 21 1014.4000 1023.2000 2.0000 5.1000 8.6000 92.0000 0.9000 
59287 2016 2 1 0 1016.0000 1024.8000 6.0000 4.0000 7.7000 93.0000 4.3000 
59287 2016 2 1 3 1017.5000 1026.3000 9.0000 4.2000 8.6000 91.0000 0.7000 
59287 2016 2 1 6 1015.4000 1024.2000 358.0000 3.4000 8.5000 89.0000 0.0000 
59287 2016 2 1 9 1015.4000 1024.2000 5.0000 4.6000 8.5000 83.0000 0.0000 
59287 2016 2 1 12 1017.1000 1026.0000 0.0000 5.5000 7.7000 81.0000 0.0000 
59287 2016 2 1 15 1018.4000 1027.3000 354.0000 5.0000 7.0000 76.0000 0.0000 
59287 2016 2 1 18 1017.7000 1026.6000 18.0000 3.8000 6.6000 73.0000 0.0000 
59287 2016 2 1 21 1017.4000 1026.3000 4.0000 4.9000 6.2000 74.0000 0.0000 
59287 2016 2 2 0 1019.6000 1028.5000 358.0000 2.8000 5.3000 89.0000 0.3000 
59287 2016 2 2 3 1019.7000 1028.6000 356.0000 3.7000 7.3000 71.0000 0.0000 
59287 2016 2 2 6 1016.3000 1025.2000 25.0000 4.9000 10.0000 62.0000 0.0000 
59287 2016 2 2 9 1015.2000 1024.1000 340.0000 3.6000 9.7000 63.0000 0.0000 
59287 2016 2 2 12 1016.7000 1025.6000 12.0000 3.2000 8.2000 71.0000 0.0000 
59287 2016 2 2 15 1017.8000 1026.7000 8.0000 2.4000 7.4000 75.0000 0.0000 
59287 2016 2 2 18 1017.3000 1026.2000 10.0000 1.6000 6.7000 81.0000 0.0000 
59287 2016 2 2 21 1016.2000 1025.1000 15.0000 2.9000 6.5000 79.0000 0.0000 
59287 2016 2 3 0 1017.9000 1026.8000 13.0000 1.8000 6.7000 74.0000 0.0000 
59287 2016 2 3 3 1018.0000 1026.9000 46.0000 1.9000 8.9000 69.0000 0.0000 
59287 2016 2 3 6 1014.7000 1023.5000 341.0000 2.2000 10.5000 66.0000 0.0000 
59287 2016 2 3 9 1014.2000 1023.0000 5.0000 2.5000 10.6000 64.0000 0.0000 
59287 2016 2 3 12 1015.1000 1024.0000 359.0000 0.8000 9.4000 72.0000 0.0000 
59287 2016 2 3 15 1015.9000 1024.7000 355.0000 1.4000 9.5000 82.0000 0.0000 
59287 2016 2 3 18 1015.6000 1024.4000 357.0000 2.2000 9.3000 80.0000 0.0000 
59287 2016 2 3 21 1015.0000 1023.8000 8.0000 2.4000 9.1000 81.0000 0.0000 
59287 2016 2 4 0 1016.5000 1025.3000 4.0000 2.7000 9.4000 79.0000 0.0000 
59287 2016 2 4 3 1015.9000 1024.6000 28.0000 3.0000 14.2000 62.0000 0.0000 
59287 2016 2 4 6 1012.5000 1021.2000 321.0000 4.4000 16.6000 54.0000 0.0000 
59287 2016 2 4 9 1011.8000 1020.5000 6.0000 2.8000 14.9000 57.0000 0.0000 
59287 2016 2 4 12 1013.3000 1022.1000 322.0000 4.3000 11.5000 70.0000 0.0000 
59287 2016 2 4 15 1014.6000 1023.3000 19.0000 2.2000 10.3000 74.0000 0.0000 
59287 2016 2 4 18 1014.9000 1023.6000 341.0000 6.0000 9.8000 72.0000 0.0000 
59287 2016 2 4 21 1014.5000 1023.2000 15.0000 3.3000 8.5000 75.0000 0.0000 
59287 2016 2 5 0 1015.9000 1024.7000 347.0000 3.8000 8.0000 72.0000 0.0000 
59287 2016 2 5 3 1015.4000 1024.1000 8.0000 5.0000 12.8000 50.0000 0.0000 
59287 2016 2 5 6 1012.3000 1021.0000 8.0000 4.0000 15.8000 40.0000 0.0000 
59287 2016 2 5 9 1011.4000 1020.1000 356.0000 6.2000 15.4000 44.0000 0.0000 
59287 2016 2 5 12 1013.7000 1022.5000 341.0000 3.0000 11.0000 65.0000 0.0000 
59287 2016 2 5 15 1016.8000 1025.6000 352.0000 5.0000 10.4000 64.0000 0.0000 
59287 2016 2 5 18 1017.4000 1026.1000 4.0000 4.3000 10.1000 52.0000 0.0000 
59287 2016 2 5 21 1017.2000 1025.9000 358.0000 4.0000 9.2000 48.0000 0.0000 
59287 2016 2 6 0 1018.4000 1027.2000 15.0000 3.3000 9.0000 49.0000 0.0000 
59287 2016 2 6 3 1019.2000 1028.0000 1.0000 6.7000 14.5000 26.0000 0.0000 
59287 2016 2 6 6 1017.0000 1025.7000 351.0000 5.8000 16.3000 24.0000 0.0000 
59287 2016 2 6 9 1016.4000 1025.1000 1.0000 8.3000 15.8000 23.0000 0.0000 
59287 2016 2 6 12 1018.3000 1027.1000 4.0000 4.0000 12.1000 37.0000 0.0000 
59287 2016 2 6 15 1020.7000 1029.5000 2.0000 4.7000 10.2000 40.0000 0.0000 
59287 2016 2 6 18 1019.9000 1028.7000 5.0000 3.1000 7.9000 44.0000 0.0000 
59287 2016 2 6 21 1018.7000 1027.5000 46.0000 1.7000 4.6000 66.0000 0.0000 
59287 2016 2 7 0 1020.6000 1029.5000 322.0000 1.5000 3.9000 77.0000 0.0000 
59287 2016 2 7 3 1020.5000 1029.3000 349.0000 3.3000 13.0000 27.0000 0.0000 
59287 2016 2 7 6 1017.5000 1026.2000 332.0000 3.9000 17.5000 16.0000 0.0000 
59287 2016 2 7 9 1016.1000 1024.9000 356.0000 2.0000 18.3000 18.0000 0.0000 
59287 2016 2 7 12 1016.8000 1025.7000 348.0000 2.5000 8.1000 73.0000 0.0000 
59287 2016 2 7 15 1017.4000 1026.2000 340.0000 2.1000 5.9000 81.0000 0.0000 
59287 2016 2 7 18 1016.9000 1025.7000 354.0000 2.8000 4.4000 89.0000 0.0000 
59287 2016 2 7 21 1016.1000 1024.9000 356.0000 2.7000 3.5000 90.0000 0.0000 
59287 2016 2 8 0 1017.6000 1026.5000 359.0000 1.7000 4.1000 91.0000 0.0000 
59287 2016 2 8 3 1017.8000 1026.6000 70.0000 2.1000 18.4000 24.0000 0.0000 
59287 2016 2 8 6 1014.3000 1023.0000 39.0000 1.8000 21.1000 16.0000 0.0000 
59287 2016 2 8 9 1012.8000 1021.5000 187.0000 2.8000 20.1000 18.0000 0.0000 
59287 2016 2 8 12 1013.5000 1022.4000 348.0000 2.3000 9.7000 74.0000 0.0000 
59287 2016 2 8 15 1014.3000 1023.0000 355.0000 1.9000 6.6000 87.0000 0.0000 
59287 2016 2 8 18 1013.9000 1022.6000 356.0000 2.3000 5.4000 92.0000 0.0000 
59287 2016 2 8 21 1013.1000 1021.8000 345.0000 2.2000 4.5000 94.0000 0.0000 
59287 2016 2 9 0 1014.7000 1023.6000 8.0000 1.8000 4.9000 95.0000 0.0000 
59287 2016 2 9 3 1015.1000 1023.8000 125.0000 1.1000 18.5000 33.0000 0.0000 
59287 2016 2 9 6 1011.4000 1020.1000 188.0000 2.9000 21.6000 38.0000 0.0000 
59287 2016 2 9 9 1009.9000 1018.5000 233.0000 1.6000 22.0000 42.0000 0.0000 
59287 2016 2 9 12 1010.3000 1019.1000 346.0000 2.2000 13.1000 85.0000 0.0000 
59287 2016 2 9 15 1010.9000 1019.5000 359.0000 2.0000 11.4000 91.0000 0.0000 
59287 2016 2 9 18 1010.2000 1018.7000 6.0000 1.4000 11.7000 89.0000 0.0000 
59287 2016 2 9 21 1009.2000 1017.7000 350.0000 2.0000 11.2000 91.0000 0.0000 
59287 2016 2 10 0 1010.0000 1018.7000 338.0000 1.7000 12.1000 92.0000 0.0000 
59287 2016 2 10 3 1010.9000 1019.5000 86.0000 2.2000 18.4000 61.0000 0.0000 
59287 2016 2 10 6 1007.9000 1016.5000 128.0000 2.9000 18.4000 65.0000 0.0000 
59287 2016 2 10 9 1006.6000 1015.2000 101.0000 1.5000 17.2000 83.0000 0.0000 
59287 2016 2 10 12 1007.2000 1015.8000 152.0000 2.6000 16.2000 89.0000 0.0000 
59287 2016 2 10 15 1007.5000 1016.0000 77.0000 1.2000 15.5000 93.0000 0.3000 
59287 2016 2 10 18 1007.3000 1015.8000 352.0000 0.6000 15.2000 93.0000 0.0000 
59287 2016 2 10 21 1006.1000 1014.6000 347.0000 0.7000 15.2000 94.0000 0.0000 
59287 2016 2 11 0 1007.4000 1015.9000 10.0000 0.6000 15.7000 93.0000 0.0000 
59287 2016 2 11 3 1008.0000 1016.5000 999017.0000 0.2000 17.8000 90.0000 0.0000 
59287 2016 2 11 6 1005.4000 1013.9000 208.0000 1.5000 20.5000 80.0000 0.0000 
59287 2016 2 11 9 1004.0000 1012.4000 137.0000 2.6000 21.8000 76.0000 0.0000 
59287 2016 2 11 12 1004.7000 1013.2000 999017.0000 0.0000 18.2000 91.0000 0.0000 
59287 2016 2 11 15 1005.3000 1013.7000 154.0000 3.3000 19.6000 87.0000 0.0000 
59287 2016 2 11 18 1005.3000 1013.7000 108.0000 0.9000 19.0000 89.0000 0.0000 
59287 2016 2 11 21 1004.7000 1013.1000 74.0000 1.5000 18.6000 90.0000 0.0000 
59287 2016 2 12 0 1005.8000 1014.3000 91.0000 1.5000 18.8000 91.0000 0.0000 
59287 2016 2 12 3 1006.0000 1014.4000 149.0000 4.0000 21.5000 83.0000 0.0000 
59287 2016 2 12 6 1002.4000 1010.7000 171.0000 6.2000 25.5000 65.0000 0.0000 
59287 2016 2 12 9 1001.1000 1009.4000 169.0000 6.6000 23.5000 76.0000 0.0000 
59287 2016 2 12 12 1001.6000 1010.0000 143.0000 4.2000 21.5000 87.0000 0.0000 
59287 2016 2 12 15 1003.4000 1011.8000 141.0000 2.6000 21.1000 90.0000 0.0000 
59287 2016 2 12 18 1003.3000 1011.6000 151.0000 2.0000 21.0000 91.0000 0.0000 
59287 2016 2 12 21 1002.9000 1011.2000 152.0000 2.3000 21.0000 91.0000 0.0000 
59287 2016 2 13 0 1004.4000 1012.8000 139.0000 3.3000 21.2000 91.0000 0.0000 
59287 2016 2 13 3 1005.1000 1013.5000 142.0000 2.7000 22.7000 84.0000 0.0000 
59287 2016 2 13 6 1001.7000 1010.0000 178.0000 7.8000 25.9000 65.0000 0.0000 
59287 2016 2 13 9 1000.9000 1009.2000 148.0000 4.3000 24.8000 73.0000 0.0000 
59287 2016 2 13 12 1003.0000 1011.3000 146.0000 3.3000 22.1000 85.0000 0.0000 
59287 2016 2 13 15 1004.1000 1012.4000 151.0000 1.9000 21.7000 89.0000 0.0000 
59287 2016 2 13 18 1003.5000 1011.8000 144.0000 1.2000 21.2000 91.0000 0.0000 
59287 2016 2 13 21 1003.6000 1011.9000 306.0000 1.4000 21.0000 92.0000 0.0000 
59287 2016 2 14 0 1006.9000 1015.3000 344.0000 6.6000 17.2000 80.0000 0.0000 
59287 2016 2 14 3 1008.6000 1017.0000 5.0000 6.9000 18.3000 68.0000 0.0000 
59287 2016 2 14 6 1007.8000 1016.2000 341.0000 7.3000 18.8000 61.0000 0.0000 
59287 2016 2 14 9 1008.4000 1016.9000 14.0000 5.0000 16.4000 64.0000 0.0000 
59287 2016 2 14 12 1011.6000 1020.2000 14.0000 4.6000 14.0000 65.0000 0.0000 
59287 2016 2 14 15 1014.7000 1023.3000 358.0000 7.7000 12.4000 65.0000 0.0000 
59287 2016 2 14 18 1016.2000 1024.9000 6.0000 9.2000 10.3000 62.0000 0.0000 
59287 2016 2 14 21 1016.5000 1025.2000 359.0000 3.0000 9.2000 60.0000 0.0000 
59287 2016 2 15 0 1019.0000 1027.8000 0.0000 6.6000 9.0000 57.0000 0.0000 
59287 2016 2 15 3 1019.4000 1028.2000 2.0000 4.5000 10.3000 54.0000 0.0000 
59287 2016 2 15 6 1017.3000 1026.1000 339.0000 3.3000 11.1000 54.0000 0.0000 
59287 2016 2 15 9 1016.3000 1025.1000 348.0000 3.0000 10.8000 55.0000 0.0000 
59287 2016 2 15 12 1018.0000 1026.8000 8.0000 5.1000 9.8000 57.0000 0.0000 
59287 2016 2 15 15 1019.9000 1028.7000 1.0000 3.0000 9.3000 58.0000 0.0000 
59287 2016 2 15 18 1019.6000 1028.4000 4.0000 4.9000 8.3000 48.0000 0.0000 
59287 2016 2 15 21 1018.5000 1027.3000 5.0000 3.5000 7.7000 56.0000 0.0000 
59287 2016 2 16 0 1019.4000 1028.3000 352.0000 2.8000 8.0000 60.0000 0.0000 
59287 2016 2 16 3 1019.7000 1028.6000 12.0000 3.8000 9.6000 53.0000 0.0000 
59287 2016 2 16 6 1017.0000 1025.8000 7.0000 2.9000 10.6000 48.0000 0.0000 
59287 2016 2 16 9 1016.2000 1025.0000 8.0000 1.8000 10.4000 47.0000 0.0000 
59287 2016 2 16 12 1016.9000 1025.7000 1.0000 1.3000 9.6000 59.0000 0.0000 
59287 2016 2 16 15 1018.5000 1027.3000 9.0000 2.2000 9.7000 61.0000 0.0000 
59287 2016 2 16 18 1017.4000 1026.2000 338.0000 2.3000 9.6000 58.0000 0.0000 
59287 2016 2 16 21 1015.7000 1024.5000 1.0000 1.9000 9.2000 58.0000 0.0000 
59287 2016 2 17 0 1017.2000 1026.0000 8.0000 1.9000 9.5000 55.0000 0.0000 
59287 2016 2 17 3 1018.2000 1027.0000 356.0000 2.7000 12.0000 47.0000 0.0000 
59287 2016 2 17 6 1014.6000 1023.3000 58.0000 3.1000 13.3000 42.0000 0.0000 
59287 2016 2 17 9 1014.0000 1022.8000 23.0000 1.5000 12.3000 52.0000 0.0000 
59287 2016 2 17 12 1014.6000 1023.4000 355.0000 1.2000 11.1000 71.0000 0.0000 
59287 2016 2 17 15 1016.4000 1025.2000 357.0000 1.2000 10.7000 79.0000 0.0000 
59287 2016 2 17 18 1015.8000 1024.5000 325.0000 0.9000 10.3000 80.0000 0.0000 
59287 2016 2 17 21 1014.7000 1023.5000 11.0000 1.2000 9.9000 85.0000 0.0000 
59287 2016 2 18 0 1015.4000 1024.2000 347.0000 0.8000 10.3000 85.0000 0.0000 
59287 2016 2 18 3 1015.5000 1024.2000 52.0000 0.9000 14.5000 55.0000 0.0000 
59287 2016 2 18 6 1011.8000 1020.5000 162.0000 0.8000 16.5000 48.0000 0.0000 
59287 2016 2 18 9 1010.9000 1019.6000 125.0000 1.5000 14.7000 61.0000 0.0000 
59287 2016 2 18 12 1011.9000 1020.6000 124.0000 1.2000 13.7000 73.0000 0.0000 
59287 2016 2 18 15 1013.5000 1022.2000 356.0000 1.1000 12.7000 87.0000 0.0000 
59287 2016 2 18 18 1012.8000 1021.4000 349.0000 1.2000 12.2000 92.0000 0.0000 
59287 2016 2 18 21 1012.5000 1021.2000 312.0000 1.0000 12.0000 92.0000 0.8000 
59287 2016 2 19 0 1013.3000 1022.0000 350.0000 1.6000 12.1000 94.0000 0.1000 
59287 2016 2 19 3 1014.0000 1022.7000 358.0000 1.7000 12.7000 94.0000 1.0000 
59287 2016 2 19 6 1011.5000 1020.2000 346.0000 2.5000 12.7000 94.0000 1.9000 
59287 2016 2 19 9 1010.8000 1019.5000 9.0000 4.2000 12.3000 93.0000 0.2000 
59287 2016 2 19 12 1012.8000 1021.5000 357.0000 1.2000 12.2000 91.0000 0.4000 
59287 2016 2 19 15 1015.4000 1024.1000 9.0000 3.2000 12.3000 89.0000 0.2000 
59287 2016 2 19 18 1015.8000 1024.5000 51.0000 1.5000 12.0000 82.0000 0.0000 
59287 2016 2 19 21 1015.5000 1024.2000 7.0000 2.9000 12.7000 59.0000 0.0000 
59287 2016 2 20 0 1016.9000 1025.6000 356.0000 5.4000 13.2000 47.0000 0.0000 
59287 2016 2 20 3 1017.8000 1026.5000 47.0000 3.2000 17.9000 33.0000 0.0000 
59287 2016 2 20 6 1014.2000 1022.8000 55.0000 4.7000 20.1000 26.0000 0.0000 
59287 2016 2 20 9 1013.4000 1022.0000 339.0000 3.1000 20.0000 27.0000 0.0000 
59287 2016 2 20 12 1014.5000 1023.2000 351.0000 1.8000 11.9000 76.0000 0.0000 
59287 2016 2 20 15 1015.6000 1024.3000 345.0000 2.7000 9.7000 85.0000 0.0000 
59287 2016 2 20 18 1014.6000 1023.2000 6.0000 1.8000 10.5000 83.0000 0.0000 
59287 2016 2 20 21 1013.2000 1021.8000 343.0000 1.7000 11.9000 67.0000 0.0000 
59287 2016 2 21 0 1015.0000 1023.7000 322.0000 1.1000 11.7000 76.0000 0.0000 
59287 2016 2 21 3 1015.2000 1023.9000 91.0000 3.0000 15.8000 47.0000 0.0000 
59287 2016 2 21 6 1012.5000 1021.2000 128.0000 3.5000 16.1000 55.0000 0.0000 
59287 2016 2 21 9 1011.9000 1020.6000 70.0000 3.2000 14.6000 65.0000 0.0000 
59287 2016 2 21 12 1013.0000 1021.7000 136.0000 2.5000 13.7000 68.0000 0.0000 
59287 2016 2 21 15 1013.8000 1022.4000 104.0000 2.3000 13.4000 73.0000 0.0000 
59287 2016 2 21 18 1012.6000 1021.3000 350.0000 1.4000 11.5000 91.0000 0.0000 
59287 2016 2 21 21 1011.3000 1020.0000 347.0000 1.9000 11.7000 94.0000 1.0000 
59287 2016 2 22 0 1012.5000 1021.2000 355.0000 2.6000 12.3000 94.0000 0.0000 
59287 2016 2 22 3 1013.9000 1022.6000 351.0000 2.7000 13.3000 93.0000 0.0000 
59287 2016 2 22 6 1011.9000 1020.6000 351.0000 3.1000 12.9000 94.0000 0.4000 
59287 2016 2 22 9 1011.3000 1020.0000 352.0000 2.9000 13.2000 92.0000 0.0000 
59287 2016 2 22 12 1013.1000 1021.8000 351.0000 3.1000 12.9000 93.0000 0.0000 
59287 2016 2 22 15 1014.8000 1023.5000 356.0000 2.9000 12.3000 93.0000 0.0000 
59287 2016 2 22 18 1014.2000 1022.9000 346.0000 3.1000 11.9000 93.0000 0.0000 
59287 2016 2 22 21 1013.4000 1022.1000 352.0000 2.9000 11.7000 89.0000 0.0000 
59287 2016 2 23 0 1015.3000 1024.0000 5.0000 3.6000 11.9000 86.0000 0.0000 
59287 2016 2 23 3 1016.2000 1024.9000 351.0000 2.8000 13.4000 79.0000 0.0000 
59287 2016 2 23 6 1014.6000 1023.3000 7.0000 4.8000 12.3000 83.0000 0.0000 
59287 2016 2 23 9 1015.0000 1023.7000 5.0000 5.3000 12.3000 79.0000 0.0000 
59287 2016 2 23 12 1017.0000 1025.8000 16.0000 4.0000 11.4000 77.0000 0.0000 
59287 2016 2 23 15 1018.9000 1027.7000 4.0000 3.4000 11.4000 73.0000 0.0000 
59287 2016 2 23 18 1018.8000 1027.6000 357.0000 5.1000 10.3000 77.0000 0.0000 
59287 2016 2 23 21 1018.7000 1027.5000 357.0000 3.6000 9.9000 78.0000 0.0000 
59287 2016 2 24 0 1020.9000 1029.7000 358.0000 4.6000 10.5000 73.0000 0.0000 
59287 2016 2 24 3 1022.0000 1030.8000 6.0000 3.0000 12.4000 69.0000 0.0000 
59287 2016 2 24 6 1019.6000 1028.4000 7.0000 3.8000 13.0000 66.0000 0.0000 
59287 2016 2 24 9 1019.7000 1028.5000 15.0000 3.4000 12.4000 69.0000 0.0000 
59287 2016 2 24 12 1020.7000 1029.5000 15.0000 2.3000 11.8000 73.0000 0.0000 
59287 2016 2 24 15 1022.3000 1031.1000 4.0000 1.9000 11.3000 73.0000 0.0000 
59287 2016 2 24 18 1021.2000 1030.0000 4.0000 2.2000 10.7000 79.0000 0.0000 
59287 2016 2 24 21 1020.7000 1029.5000 6.0000 2.7000 10.6000 79.0000 0.0000 
59287 2016 2 25 0 1022.8000 1031.6000 2.0000 2.5000 10.5000 81.0000 0.0000 
59287 2016 2 25 3 1023.5000 1032.3000 4.0000 3.6000 11.3000 80.0000 0.0000 
59287 2016 2 25 6 1020.8000 1029.6000 344.0000 4.1000 11.6000 83.0000 0.0000 
59287 2016 2 25 9 1019.9000 1028.7000 345.0000 2.5000 11.3000 88.0000 0.0000 
59287 2016 2 25 12 1021.5000 1030.3000 353.0000 2.6000 10.5000 92.0000 0.1000 
59287 2016 2 25 15 1022.4000 1031.2000 348.0000 1.3000 10.5000 92.0000 0.0000 
59287 2016 2 25 18 1021.3000 1030.1000 6.0000 1.9000 10.5000 91.0000 0.0000 
59287 2016 2 25 21 1020.5000 1029.3000 9.0000 1.6000 10.4000 92.0000 0.0000 
59287 2016 2 26 0 1020.8000 1029.6000 6.0000 2.9000 10.6000 89.0000 0.0000 
59287 2016 2 26 3 1021.5000 1030.3000 354.0000 3.0000 11.8000 84.0000 0.0000 
59287 2016 2 26 6 1018.7000 1027.5000 351.0000 2.4000 11.9000 86.0000 0.0000 
59287 2016 2 26 9 1018.1000 1026.9000 23.0000 0.8000 11.7000 91.0000 0.1000 
59287 2016 2 26 12 1018.8000 1027.6000 2.0000 1.4000 11.2000 90.0000 0.0000 
59287 2016 2 26 15 1019.9000 1028.7000 7.0000 2.3000 11.3000 88.0000 0.0000 
59287 2016 2 26 18 1018.3000 1027.1000 5.0000 1.6000 11.1000 87.0000 0.0000 
59287 2016 2 26 21 1017.0000 1025.8000 7.0000 1.8000 10.3000 90.0000 0.0000 
